billofmaterialsid,productassemblyid,componentid,startdate,enddate,unitmeasurecode,bomlevel,perassemblyqty,modifieddate
1423,727.0,802,2010-06-09 00:00:00,,EA ,2,1.0,2010-05-26 00:00:00
1603,728.0,324,2010-06-09 00:00:00,2010-08-08 00:00:00,EA ,1,3.0,2010-08-08 00:00:00
1424,728.0,324,2010-08-09 00:00:00,,EA ,2,2.0,2010-07-26 00:00:00
1866,728.0,325,2010-06-19 00:00:00,,EA ,2,2.0,2010-06-05 00:00:00
3438,728.0,326,2010-12-23 00:00:00,,EA ,2,1.0,2010-12-09 00:00:00
2526,728.0,327,2010-08-05 00:00:00,,EA ,2,1.0,2010-07-22 00:00:00
3175,728.0,399,2010-12-15 00:00:00,,EA ,2,1.0,2010-12-01 00:00:00
594,728.0,493,2010-03-18 00:00:00,,OZ ,2,8.0,2010-03-04 00:00:00
595,728.0,532,2010-03-18 00:00:00,,EA ,2,4.0,2010-03-04 00:00:00
972,728.0,533,2010-05-26 00:00:00,,EA ,2,1.0,2010-05-12 00:00:00
201,728.0,534,2010-03-04 00:00:00,,EA ,2,1.0,2010-02-18 00:00:00
1425,728.0,802,2010-06-09 00:00:00,,EA ,2,1.0,2010-05-26 00:00:00
1426,729.0,324,2010-06-09 00:00:00,,EA ,2,2.0,2010-05-26 00:00:00
1867,729.0,325,2010-06-19 00:00:00,,EA ,2,2.0,2010-06-05 00:00:00
3439,729.0,326,2010-12-23 00:00:00,,EA ,2,1.0,2010-12-09 00:00:00
2676,729.0,327,2010-08-05 00:00:00,2010-10-04 00:00:00,EA ,1,2.0,2010-10-04 00:00:00
2527,729.0,327,2010-10-05 00:00:00,,EA ,2,1.0,2010-09-21 00:00:00
3176,729.0,399,2010-12-15 00:00:00,,EA ,2,1.0,2010-12-01 00:00:00
596,729.0,493,2010-03-18 00:00:00,,OZ ,2,8.0,2010-03-04 00:00:00
597,729.0,532,2010-03-18 00:00:00,,EA ,2,4.0,2010-03-04 00:00:00
973,729.0,533,2010-05-26 00:00:00,,EA ,2,1.0,2010-05-12 00:00:00
202,729.0,534,2010-03-04 00:00:00,,EA ,2,1.0,2010-02-18 00:00:00
1427,729.0,802,2010-06-09 00:00:00,,EA ,2,1.0,2010-05-26 00:00:00
1428,730.0,324,2010-06-09 00:00:00,,EA ,2,2.0,2010-05-26 00:00:00
1868,730.0,325,2010-06-19 00:00:00,,EA ,2,2.0,2010-06-05 00:00:00
3440,730.0,326,2010-12-23 00:00:00,,EA ,2,1.0,2010-12-09 00:00:00
2528,730.0,327,2010-08-05 00:00:00,,EA ,2,1.0,2010-07-22 00:00:00
3177,730.0,399,2010-12-15 00:00:00,,EA ,2,1.0,2010-12-01 00:00:00
767,730.0,493,2010-03-18 00:00:00,2010-05-17 00:00:00,OZ ,1,9.0,2010-05-17 00:00:00
598,730.0,493,2010-05-18 00:00:00,,OZ ,2,8.0,2010-05-04 00:00:00
599,730.0,532,2010-03-18 00:00:00,,EA ,2,4.0,2010-03-04 00:00:00
974,730.0,533,2010-05-26 00:00:00,,EA ,2,1.0,2010-05-12 00:00:00
203,730.0,534,2010-03-04 00:00:00,,EA ,2,1.0,2010-02-18 00:00:00
1429,730.0,802,2010-06-09 00:00:00,,EA ,2,1.0,2010-05-26 00:00:00
1430,731.0,324,2010-06-09 00:00:00,,EA ,2,2.0,2010-05-26 00:00:00
1869,731.0,325,2010-06-19 00:00:00,,EA ,2,2.0,2010-06-05 00:00:00
3441,731.0,326,2010-12-23 00:00:00,,EA ,2,1.0,2010-12-09 00:00:00
2682,731.0,327,2010-08-05 00:00:00,2010-10-04 00:00:00,EA ,1,2.0,2010-10-04 00:00:00
2529,731.0,327,2010-10-05 00:00:00,,EA ,2,1.0,2010-09-21 00:00:00
3178,731.0,399,2010-12-15 00:00:00,,EA ,2,1.0,2010-12-01 00:00:00
601,731.0,493,2010-03-18 00:00:00,,OZ ,2,8.0,2010-03-04 00:00:00
602,731.0,532,2010-03-18 00:00:00,,EA ,2,4.0,2010-03-04 00:00:00
975,731.0,533,2010-05-26 00:00:00,,EA ,2,1.0,2010-05-12 00:00:00
204,731.0,534,2010-03-04 00:00:00,,EA ,2,1.0,2010-02-18 00:00:00
600,731.0,803,2010-03-18 00:00:00,,EA ,2,1.0,2010-03-04 00:00:00
1431,732.0,324,2010-06-09 00:00:00,,EA ,2,2.0,2010-05-26 00:00:00
1870,732.0,325,2010-06-19 00:00:00,,EA ,2,2.0,2010-06-05 00:00:00
3442,732.0,326,2010-12-23 00:00:00,,EA ,2,1.0,2010-12-09 00:00:00
2530,732.0,327,2010-08-05 00:00:00,,EA ,2,1.0,2010-07-22 00:00:00
3179,732.0,399,2010-12-15 00:00:00,,EA ,2,1.0,2010-12-01 00:00:00
768,732.0,493,2010-03-18 00:00:00,2010-05-17 00:00:00,OZ ,1,9.0,2010-05-17 00:00:00
604,732.0,493,2010-05-18 00:00:00,,OZ ,2,8.0,2010-05-04 00:00:00
605,732.0,532,2010-03-18 00:00:00,,EA ,2,4.0,2010-03-04 00:00:00
976,732.0,533,2010-05-26 00:00:00,,EA ,2,1.0,2010-05-12 00:00:00
205,732.0,534,2010-03-04 00:00:00,,EA ,2,1.0,2010-02-18 00:00:00
603,732.0,803,2010-03-18 00:00:00,,EA ,2,1.0,2010-03-04 00:00:00
1432,733.0,324,2010-06-09 00:00:00,,EA ,2,2.0,2010-05-26 00:00:00
1871,733.0,325,2010-06-19 00:00:00,,EA ,2,2.0,2010-06-05 00:00:00
3443,733.0,326,2010-12-23 00:00:00,,EA ,2,1.0,2010-12-09 00:00:00
2531,733.0,327,2010-08-05 00:00:00,,EA ,2,1.0,2010-07-22 00:00:00
3180,733.0,399,2010-12-15 00:00:00,,EA ,2,1.0,2010-12-01 00:00:00
607,733.0,493,2010-03-18 00:00:00,,OZ ,2,8.0,2010-03-04 00:00:00
608,733.0,532,2010-03-18 00:00:00,,EA ,2,4.0,2010-03-04 00:00:00
1160,733.0,533,2010-05-26 00:00:00,2010-07-25 00:00:00,EA ,1,2.0,2010-07-25 00:00:00
977,733.0,533,2010-07-26 00:00:00,,EA ,2,1.0,2010-07-12 00:00:00
206,733.0,534,2010-03-04 00:00:00,,EA ,2,1.0,2010-02-18 00:00:00
606,733.0,803,2010-03-18 00:00:00,,EA ,2,1.0,2010-03-04 00:00:00
1611,734.0,324,2010-06-09 00:00:00,2010-08-08 00:00:00,EA ,1,3.0,2010-08-08 00:00:00
1433,734.0,324,2010-08-09 00:00:00,,EA ,2,2.0,2010-07-26 00:00:00
1872,734.0,325,2010-06-19 00:00:00,,EA ,2,2.0,2010-06-05 00:00:00
3444,734.0,326,2010-12-23 00:00:00,,EA ,2,1.0,2010-12-09 00:00:00
2532,734.0,327,2010-08-05 00:00:00,,EA ,2,1.0,2010-07-22 00:00:00
3181,734.0,399,2010-12-15 00:00:00,,EA ,2,1.0,2010-12-01 00:00:00
610,734.0,493,2010-03-18 00:00:00,,OZ ,2,8.0,2010-03-04 00:00:00
611,734.0,532,2010-03-18 00:00:00,,EA ,2,4.0,2010-03-04 00:00:00
978,734.0,533,2010-05-26 00:00:00,,EA ,2,1.0,2010-05-12 00:00:00
207,734.0,534,2010-03-04 00:00:00,,EA ,2,1.0,2010-02-18 00:00:00
609,734.0,803,2010-03-18 00:00:00,,EA ,2,1.0,2010-03-04 00:00:00
1434,735.0,324,2010-06-09 00:00:00,,EA ,2,2.0,2010-05-26 00:00:00
1873,735.0,325,2010-06-19 00:00:00,,EA ,2,2.0,2010-06-05 00:00:00
3445,735.0,326,2010-12-23 00:00:00,,EA ,2,1.0,2010-12-09 00:00:00
2683,735.0,327,2010-08-05 00:00:00,2010-10-04 00:00:00,EA ,1,2.0,2010-10-04 00:00:00
2533,735.0,327,2010-10-05 00:00:00,,EA ,2,1.0,2010-09-21 00:00:00
3182,735.0,399,2010-12-15 00:00:00,,EA ,2,1.0,2010-12-01 00:00:00
613,735.0,493,2010-03-18 00:00:00,,OZ ,2,8.0,2010-03-04 00:00:00
614,735.0,532,2010-03-18 00:00:00,,EA ,2,4.0,2010-03-04 00:00:00
979,735.0,533,2010-05-26 00:00:00,,EA ,2,1.0,2010-05-12 00:00:00
208,735.0,534,2010-03-04 00:00:00,,EA ,2,1.0,2010-02-18 00:00:00
612,735.0,803,2010-03-18 00:00:00,,EA ,2,1.0,2010-03-04 00:00:00
1400,736.0,324,2010-06-09 00:00:00,,EA ,2,2.0,2010-05-26 00:00:00
1857,736.0,325,2010-06-19 00:00:00,,EA ,2,2.0,2010-06-05 00:00:00
3429,736.0,326,2010-12-23 00:00:00,,EA ,2,1.0,2010-12-09 00:00:00
2517,736.0,327,2010-08-05 00:00:00,,EA ,2,1.0,2010-07-22 00:00:00
3166,736.0,399,2010-12-15 00:00:00,,EA ,2,1.0,2010-12-01 00:00:00
1402,736.0,492,2010-06-09 00:00:00,,OZ ,2,8.0,2010-05-26 00:00:00
582,736.0,532,2010-03-18 00:00:00,,EA ,2,4.0,2010-03-04 00:00:00
963,736.0,533,2010-05-26 00:00:00,,EA ,2,1.0,2010-05-12 00:00:00
192,736.0,534,2010-03-04 00:00:00,,EA ,2,1.0,2010-02-18 00:00:00
1401,736.0,802,2010-06-09 00:00:00,,EA ,2,1.0,2010-05-26 00:00:00
1600,737.0,324,2010-06-09 00:00:00,2010-08-08 00:00:00,EA ,1,3.0,2010-08-08 00:00:00
1403,737.0,324,2010-08-09 00:00:00,,EA ,2,2.0,2010-07-26 00:00:00
1858,737.0,325,2010-06-19 00:00:00,,EA ,2,2.0,2010-06-05 00:00:00
3430,737.0,326,2010-12-23 00:00:00,,EA ,2,1.0,2010-12-09 00:00:00
2518,737.0,327,2010-08-05 00:00:00,,EA ,2,1.0,2010-07-22 00:00:00
3167,737.0,399,2010-12-15 00:00:00,,EA ,2,1.0,2010-12-01 00:00:00
1405,737.0,492,2010-06-09 00:00:00,,OZ ,2,8.0,2010-05-26 00:00:00
583,737.0,532,2010-03-18 00:00:00,,EA ,2,4.0,2010-03-04 00:00:00
964,737.0,533,2010-05-26 00:00:00,,EA ,2,1.0,2010-05-12 00:00:00
193,737.0,534,2010-03-04 00:00:00,,EA ,2,1.0,2010-02-18 00:00:00
1404,737.0,802,2010-06-09 00:00:00,,EA ,2,1.0,2010-05-26 00:00:00
1406,738.0,324,2010-06-09 00:00:00,,EA ,2,2.0,2010-05-26 00:00:00
1859,738.0,325,2010-06-19 00:00:00,,EA ,2,2.0,2010-06-05 00:00:00
3431,738.0,326,2010-12-23 00:00:00,,EA ,2,1.0,2010-12-09 00:00:00
2674,738.0,327,2010-08-05 00:00:00,2010-10-04 00:00:00,EA ,1,2.0,2010-10-04 00:00:00
2519,738.0,327,2010-10-05 00:00:00,,EA ,2,1.0,2010-09-21 00:00:00
3168,738.0,399,2010-12-15 00:00:00,,EA ,2,1.0,2010-12-01 00:00:00
1408,738.0,492,2010-06-09 00:00:00,,OZ ,2,8.0,2010-05-26 00:00:00
584,738.0,532,2010-03-18 00:00:00,,EA ,2,4.0,2010-03-04 00:00:00
965,738.0,533,2010-05-26 00:00:00,,EA ,2,1.0,2010-05-12 00:00:00
194,738.0,534,2010-03-04 00:00:00,,EA ,2,1.0,2010-02-18 00:00:00
1407,738.0,802,2010-06-09 00:00:00,,EA ,2,1.0,2010-05-26 00:00:00
1396,739.0,324,2010-06-09 00:00:00,,EA ,2,2.0,2010-05-26 00:00:00
1853,739.0,325,2010-06-19 00:00:00,,EA ,2,2.0,2010-06-05 00:00:00
3425,739.0,326,2010-12-23 00:00:00,,EA ,2,1.0,2010-12-09 00:00:00
2513,739.0,327,2010-08-05 00:00:00,,EA ,2,1.0,2010-07-22 00:00:00
3162,739.0,399,2010-12-15 00:00:00,,EA ,2,1.0,2010-12-01 00:00:00
181,739.0,494,2010-03-04 00:00:00,,OZ ,2,8.0,2010-02-18 00:00:00
578,739.0,532,2010-03-18 00:00:00,,EA ,2,4.0,2010-03-04 00:00:00
1145,739.0,533,2010-05-26 00:00:00,2010-07-25 00:00:00,EA ,1,2.0,2010-07-25 00:00:00
959,739.0,533,2010-07-26 00:00:00,,EA ,2,1.0,2010-07-12 00:00:00
182,739.0,534,2010-03-04 00:00:00,,EA ,2,1.0,2010-02-18 00:00:00
180,739.0,804,2010-03-04 00:00:00,,EA ,2,1.0,2010-02-18 00:00:00
1397,740.0,324,2010-06-09 00:00:00,,EA ,2,2.0,2010-05-26 00:00:00
1854,740.0,325,2010-06-19 00:00:00,,EA ,2,2.0,2010-06-05 00:00:00
3426,740.0,326,2010-12-23 00:00:00,,EA ,2,1.0,2010-12-09 00:00:00
2514,740.0,327,2010-08-05 00:00:00,,EA ,2,1.0,2010-07-22 00:00:00
3163,740.0,399,2010-12-15 00:00:00,,EA ,2,1.0,2010-12-01 00:00:00
184,740.0,494,2010-03-04 00:00:00,,OZ ,2,8.0,2010-02-18 00:00:00
579,740.0,532,2010-03-18 00:00:00,,EA ,2,4.0,2010-03-04 00:00:00
960,740.0,533,2010-05-26 00:00:00,,EA ,2,1.0,2010-05-12 00:00:00
185,740.0,534,2010-03-04 00:00:00,,EA ,2,1.0,2010-02-18 00:00:00
183,740.0,804,2010-03-04 00:00:00,,EA ,2,1.0,2010-02-18 00:00:00
1596,741.0,324,2010-06-09 00:00:00,2010-08-08 00:00:00,EA ,1,3.0,2010-08-08 00:00:00
1398,741.0,324,2010-08-09 00:00:00,,EA ,2,2.0,2010-07-26 00:00:00
1855,741.0,325,2010-06-19 00:00:00,,EA ,2,2.0,2010-06-05 00:00:00
3427,741.0,326,2010-12-23 00:00:00,,EA ,2,1.0,2010-12-09 00:00:00
2515,741.0,327,2010-08-05 00:00:00,,EA ,2,1.0,2010-07-22 00:00:00
3164,741.0,399,2010-12-15 00:00:00,,EA ,2,1.0,2010-12-01 00:00:00
187,741.0,494,2010-03-04 00:00:00,,OZ ,2,8.0,2010-02-18 00:00:00
580,741.0,532,2010-03-18 00:00:00,,EA ,2,4.0,2010-03-04 00:00:00
961,741.0,533,2010-05-26 00:00:00,,EA ,2,1.0,2010-05-12 00:00:00
188,741.0,534,2010-03-04 00:00:00,,EA ,2,1.0,2010-02-18 00:00:00
186,741.0,804,2010-03-04 00:00:00,,EA ,2,1.0,2010-02-18 00:00:00
1399,742.0,324,2010-06-09 00:00:00,,EA ,2,2.0,2010-05-26 00:00:00
1856,742.0,325,2010-06-19 00:00:00,,EA ,2,2.0,2010-06-05 00:00:00
3428,742.0,326,2010-12-23 00:00:00,,EA ,2,1.0,2010-12-09 00:00:00
2670,742.0,327,2010-08-05 00:00:00,2010-10-04 00:00:00,EA ,1,2.0,2010-10-04 00:00:00
2516,742.0,327,2010-10-05 00:00:00,,EA ,2,1.0,2010-09-21 00:00:00
3165,742.0,399,2010-12-15 00:00:00,,EA ,2,1.0,2010-12-01 00:00:00
190,742.0,494,2010-03-04 00:00:00,,OZ ,2,8.0,2010-02-18 00:00:00
581,742.0,532,2010-03-18 00:00:00,,EA ,2,4.0,2010-03-04 00:00:00
962,742.0,533,2010-05-26 00:00:00,,EA ,2,1.0,2010-05-12 00:00:00
191,742.0,534,2010-03-04 00:00:00,,EA ,2,1.0,2010-02-18 00:00:00
189,742.0,804,2010-03-04 00:00:00,,EA ,2,1.0,2010-02-18 00:00:00
1388,743.0,324,2010-06-09 00:00:00,,EA ,2,2.0,2010-05-26 00:00:00
1849,743.0,325,2010-06-19 00:00:00,,EA ,2,2.0,2010-06-05 00:00:00
3421,743.0,326,2010-12-23 00:00:00,,EA ,2,1.0,2010-12-09 00:00:00
2509,743.0,327,2010-08-05 00:00:00,,EA ,2,1.0,2010-07-22 00:00:00
3158,743.0,399,2010-12-15 00:00:00,,EA ,2,1.0,2010-12-01 00:00:00
1389,743.0,492,2010-06-09 00:00:00,,OZ ,2,8.0,2010-05-26 00:00:00
574,743.0,532,2010-03-18 00:00:00,,EA ,2,4.0,2010-03-04 00:00:00
955,743.0,533,2010-05-26 00:00:00,,EA ,2,1.0,2010-05-12 00:00:00
173,743.0,534,2010-03-04 00:00:00,,EA ,2,1.0,2010-02-18 00:00:00
172,743.0,804,2010-03-04 00:00:00,,EA ,2,1.0,2010-02-18 00:00:00
1592,744.0,324,2010-06-09 00:00:00,2010-08-08 00:00:00,EA ,1,3.0,2010-08-08 00:00:00
1390,744.0,324,2010-08-09 00:00:00,,EA ,2,2.0,2010-07-26 00:00:00
1850,744.0,325,2010-06-19 00:00:00,,EA ,2,2.0,2010-06-05 00:00:00
3422,744.0,326,2010-12-23 00:00:00,,EA ,2,1.0,2010-12-09 00:00:00
2510,744.0,327,2010-08-05 00:00:00,,EA ,2,1.0,2010-07-22 00:00:00
3159,744.0,399,2010-12-15 00:00:00,,EA ,2,1.0,2010-12-01 00:00:00
1391,744.0,492,2010-06-09 00:00:00,,OZ ,2,8.0,2010-05-26 00:00:00
575,744.0,532,2010-03-18 00:00:00,,EA ,2,4.0,2010-03-04 00:00:00
956,744.0,533,2010-05-26 00:00:00,,EA ,2,1.0,2010-05-12 00:00:00
175,744.0,534,2010-03-04 00:00:00,,EA ,2,1.0,2010-02-18 00:00:00
174,744.0,804,2010-03-04 00:00:00,,EA ,2,1.0,2010-02-18 00:00:00
1392,745.0,324,2010-06-09 00:00:00,,EA ,2,2.0,2010-05-26 00:00:00
1851,745.0,325,2010-06-19 00:00:00,,EA ,2,2.0,2010-06-05 00:00:00
3423,745.0,326,2010-12-23 00:00:00,,EA ,2,1.0,2010-12-09 00:00:00
2667,745.0,327,2010-08-05 00:00:00,2010-10-04 00:00:00,EA ,1,2.0,2010-10-04 00:00:00
2511,745.0,327,2010-10-05 00:00:00,,EA ,2,1.0,2010-09-21 00:00:00
3160,745.0,399,2010-12-15 00:00:00,,EA ,2,1.0,2010-12-01 00:00:00
1393,745.0,492,2010-06-09 00:00:00,,OZ ,2,8.0,2010-05-26 00:00:00
576,745.0,532,2010-03-18 00:00:00,,EA ,2,4.0,2010-03-04 00:00:00
957,745.0,533,2010-05-26 00:00:00,,EA ,2,1.0,2010-05-12 00:00:00
177,745.0,534,2010-03-04 00:00:00,,EA ,2,1.0,2010-02-18 00:00:00
176,745.0,804,2010-03-04 00:00:00,,EA ,2,1.0,2010-02-18 00:00:00
1394,746.0,324,2010-06-09 00:00:00,,EA ,2,2.0,2010-05-26 00:00:00
1852,746.0,325,2010-06-19 00:00:00,,EA ,2,2.0,2010-06-05 00:00:00
3424,746.0,326,2010-12-23 00:00:00,,EA ,2,1.0,2010-12-09 00:00:00
2512,746.0,327,2010-08-05 00:00:00,,EA ,2,1.0,2010-07-22 00:00:00
3161,746.0,399,2010-12-15 00:00:00,,EA ,2,1.0,2010-12-01 00:00:00
1593,746.0,492,2010-06-09 00:00:00,2010-08-08 00:00:00,OZ ,1,9.0,2010-08-08 00:00:00
1395,746.0,492,2010-08-09 00:00:00,,OZ ,2,8.0,2010-07-26 00:00:00
577,746.0,532,2010-03-18 00:00:00,,EA ,2,4.0,2010-03-04 00:00:00
958,746.0,533,2010-05-26 00:00:00,,EA ,2,1.0,2010-05-12 00:00:00
179,746.0,534,2010-03-04 00:00:00,,EA ,2,1.0,2010-02-18 00:00:00
178,746.0,804,2010-03-04 00:00:00,,EA ,2,1.0,2010-02-18 00:00:00
2305,747.0,324,2010-08-05 00:00:00,,EA ,2,2.0,2010-07-22 00:00:00
2720,747.0,325,2010-09-15 00:00:00,,EA ,2,2.0,2010-09-01 00:00:00
2307,747.0,326,2010-08-05 00:00:00,,EA ,2,1.0,2010-07-22 00:00:00
1202,747.0,327,2010-06-09 00:00:00,,EA ,2,1.0,2010-05-26 00:00:00
3236,747.0,399,2010-12-23 00:00:00,,EA ,2,1.0,2010-12-09 00:00:00
3011,747.0,492,2010-12-15 00:00:00,,OZ ,2,8.0,2010-12-01 00:00:00
2653,747.0,532,2010-08-05 00:00:00,2010-10-04 00:00:00,EA ,1,5.0,2010-10-04 00:00:00
2493,747.0,532,2010-10-05 00:00:00,,EA ,2,4.0,2010-09-21 00:00:00
1364,747.0,533,2010-06-09 00:00:00,,EA ,2,1.0,2010-05-26 00:00:00
1838,747.0,534,2010-06-19 00:00:00,,EA ,2,1.0,2010-06-05 00:00:00
18,747.0,804,2010-03-04 00:00:00,,EA ,2,1.0,2010-02-18 00:00:00
368,748.0,324,2010-03-18 00:00:00,,EA ,2,2.0,2010-03-04 00:00:00
1200,748.0,325,2010-06-09 00:00:00,,EA ,2,2.0,2010-05-26 00:00:00
371,748.0,326,2010-03-18 00:00:00,,EA ,2,1.0,2010-03-04 00:00:00
262,748.0,327,2010-03-04 00:00:00,2010-05-03 00:00:00,EA ,1,2.0,2010-05-03 00:00:00
11,748.0,327,2010-05-04 00:00:00,,EA ,2,1.0,2010-04-20 00:00:00
2323,748.0,399,2010-08-05 00:00:00,,EA ,2,1.0,2010-07-22 00:00:00
2203,748.0,494,2010-07-08 00:00:00,2010-09-06 00:00:00,OZ ,1,9.0,2010-09-06 00:00:00
2020,748.0,494,2010-09-07 00:00:00,,OZ ,2,8.0,2010-08-24 00:00:00
550,748.0,532,2010-03-18 00:00:00,,EA ,2,4.0,2010-03-04 00:00:00
148,748.0,533,2010-03-04 00:00:00,,EA ,2,1.0,2010-02-18 00:00:00
3409,748.0,534,2010-12-23 00:00:00,,EA ,2,1.0,2010-12-09 00:00:00
2012,748.0,804,2010-07-08 00:00:00,,EA ,2,1.0,2010-06-24 00:00:00
2989,749.0,519,2010-09-15 00:00:00,2010-11-14 00:00:00,EA ,1,2.0,2010-11-14 00:00:00
2857,749.0,519,2010-11-15 00:00:00,,EA ,1,1.0,2010-11-01 00:00:00
1793,749.0,717,2010-06-19 00:00:00,,EA ,1,1.0,2010-06-05 00:00:00
3108,749.0,807,2010-12-15 00:00:00,,EA ,1,1.0,2010-12-01 00:00:00
3363,749.0,813,2010-12-23 00:00:00,,EA ,1,1.0,2010-12-09 00:00:00
511,749.0,820,2010-03-18 00:00:00,,EA ,1,1.0,2010-03-04 00:00:00
752,749.0,828,2010-03-18 00:00:00,2010-05-17 00:00:00,EA ,1,2.0,2010-05-17 00:00:00
531,749.0,828,2010-05-18 00:00:00,,EA ,1,1.0,2010-05-04 00:00:00
2464,749.0,894,2010-08-05 00:00:00,,EA ,1,1.0,2010-07-22 00:00:00
3110,749.0,907,2010-12-15 00:00:00,,EA ,1,1.0,2010-12-01 00:00:00
3364,749.0,940,2010-12-23 00:00:00,,EA ,1,1.0,2010-12-09 00:00:00
1319,749.0,945,2010-06-09 00:00:00,,EA ,1,1.0,2010-05-26 00:00:00
111,749.0,948,2010-03-04 00:00:00,,EA ,1,1.0,2010-02-18 00:00:00
1317,749.0,951,2010-06-09 00:00:00,,EA ,1,1.0,2010-05-26 00:00:00
2823,749.0,952,2010-09-15 00:00:00,,EA ,1,1.0,2010-09-01 00:00:00
1316,749.0,996,2010-06-09 00:00:00,,EA ,1,1.0,2010-05-26 00:00:00
2980,750.0,519,2010-09-15 00:00:00,2010-11-14 00:00:00,EA ,1,2.0,2010-11-14 00:00:00
2852,750.0,519,2010-11-15 00:00:00,,EA ,1,1.0,2010-11-01 00:00:00
2036,750.0,718,2010-07-08 00:00:00,,EA ,1,1.0,2010-06-24 00:00:00
411,750.0,807,2010-03-18 00:00:00,,EA ,1,1.0,2010-03-04 00:00:00
44,750.0,813,2010-03-04 00:00:00,,EA ,1,1.0,2010-02-18 00:00:00
3025,750.0,820,2010-12-15 00:00:00,,EA ,1,1.0,2010-12-01 00:00:00
746,750.0,828,2010-03-18 00:00:00,2010-05-17 00:00:00,EA ,1,2.0,2010-05-17 00:00:00
526,750.0,828,2010-05-18 00:00:00,,EA ,1,1.0,2010-05-04 00:00:00
2456,750.0,894,2010-08-05 00:00:00,,EA ,1,1.0,2010-07-22 00:00:00
416,750.0,907,2010-03-18 00:00:00,,EA ,1,1.0,2010-03-04 00:00:00
46,750.0,940,2010-03-04 00:00:00,,EA ,1,1.0,2010-02-18 00:00:00
1674,750.0,945,2010-06-19 00:00:00,,EA ,1,1.0,2010-06-05 00:00:00
3256,750.0,948,2010-12-23 00:00:00,,EA ,1,1.0,2010-12-09 00:00:00
1671,750.0,951,2010-06-19 00:00:00,,EA ,1,1.0,2010-06-05 00:00:00
1037,750.0,952,2010-05-26 00:00:00,2010-07-25 00:00:00,EA ,1,2.0,2010-07-25 00:00:00
811,750.0,952,2010-07-26 00:00:00,,EA ,1,1.0,2010-07-12 00:00:00
1667,750.0,996,2010-06-19 00:00:00,,EA ,1,1.0,2010-06-05 00:00:00
1116,751.0,519,2010-05-26 00:00:00,2010-07-25 00:00:00,EA ,1,2.0,2010-07-25 00:00:00
928,751.0,519,2010-07-26 00:00:00,,EA ,1,1.0,2010-07-12 00:00:00
1710,751.0,719,2010-06-19 00:00:00,,EA ,1,1.0,2010-06-05 00:00:00
441,751.0,807,2010-03-18 00:00:00,,EA ,1,1.0,2010-03-04 00:00:00
64,751.0,813,2010-03-04 00:00:00,,EA ,1,1.0,2010-02-18 00:00:00
3047,751.0,820,2010-12-15 00:00:00,,EA ,1,1.0,2010-12-01 00:00:00
3124,751.0,828,2010-12-15 00:00:00,,EA ,1,1.0,2010-12-01 00:00:00
2125,751.0,894,2010-07-08 00:00:00,,EA ,1,1.0,2010-06-24 00:00:00
447,751.0,907,2010-03-18 00:00:00,,EA ,1,1.0,2010-03-04 00:00:00
68,751.0,940,2010-03-04 00:00:00,,EA ,1,1.0,2010-02-18 00:00:00
1707,751.0,945,2010-06-19 00:00:00,,EA ,1,1.0,2010-06-05 00:00:00
3290,751.0,948,2010-12-23 00:00:00,,EA ,1,1.0,2010-12-09 00:00:00
1932,751.0,951,2010-06-19 00:00:00,2010-08-18 00:00:00,EA ,1,2.0,2010-08-18 00:00:00
1703,751.0,951,2010-08-19 00:00:00,,EA ,1,1.0,2010-08-05 00:00:00
832,751.0,952,2010-05-26 00:00:00,,EA ,1,1.0,2010-05-12 00:00:00
1697,751.0,996,2010-06-19 00:00:00,,EA ,1,1.0,2010-06-05 00:00:00
2983,752.0,519,2010-09-15 00:00:00,2010-11-14 00:00:00,EA ,1,2.0,2010-11-14 00:00:00
2855,752.0,519,2010-11-15 00:00:00,,EA ,1,1.0,2010-11-01 00:00:00
3067,752.0,720,2010-12-15 00:00:00,,EA ,1,1.0,2010-12-01 00:00:00
472,752.0,807,2010-03-18 00:00:00,,EA ,1,1.0,2010-03-04 00:00:00
85,752.0,813,2010-03-04 00:00:00,,EA ,1,1.0,2010-02-18 00:00:00
3069,752.0,820,2010-12-15 00:00:00,,EA ,1,1.0,2010-12-01 00:00:00
748,752.0,828,2010-03-18 00:00:00,2010-05-17 00:00:00,EA ,1,2.0,2010-05-17 00:00:00
530,752.0,828,2010-05-18 00:00:00,,EA ,1,1.0,2010-05-04 00:00:00
2461,752.0,894,2010-08-05 00:00:00,,EA ,1,1.0,2010-07-22 00:00:00
703,752.0,907,2010-03-18 00:00:00,2010-05-17 00:00:00,EA ,1,2.0,2010-05-17 00:00:00
478,752.0,907,2010-05-18 00:00:00,,EA ,1,1.0,2010-05-04 00:00:00
291,752.0,940,2010-03-04 00:00:00,2010-05-03 00:00:00,EA ,1,2.0,2010-05-03 00:00:00
89,752.0,940,2010-05-04 00:00:00,,EA ,1,1.0,2010-04-20 00:00:00
1738,752.0,945,2010-06-19 00:00:00,,EA ,1,1.0,2010-06-05 00:00:00
3313,752.0,948,2010-12-23 00:00:00,,EA ,1,1.0,2010-12-09 00:00:00
1734,752.0,951,2010-06-19 00:00:00,,EA ,1,1.0,2010-06-05 00:00:00
852,752.0,952,2010-05-26 00:00:00,,EA ,1,1.0,2010-05-12 00:00:00
1730,752.0,996,2010-06-19 00:00:00,,EA ,1,1.0,2010-06-05 00:00:00
